Purchase_Frequency,Average_Order_Value,Anomaly
9,30.62,1
19,99.54,1
2,81.38,1
18,151.13,1
9,159.05,1
3,162.29,1
17,68.67,1
14,157.01,1
17,135.32,1
15,71.93,1
16,161.26,1
18,171.25,1
17,135.87,1
1,198.57,-1
7,160.7,1
16,78.89,1
11,104.78,1
14,89.66,1
12,25.1,1
5,114.42,1
14,191.3,1
16,20.36,1
3,148.85,1
18,52.96,1
9,20.4,-1
7,155.67,1
14,57.97,1
13,114.57,1
3,111.89,1
3,84.74,1
16,100.78,1
17,98.36,1
8,135.27,1
12,184.64,1
9,21.33,-1
11,119.14,1
19,110.44,1
19,169.63,1
1,134.5,1
11,197.79,1
13,83.13,1
10,108.19,1
6,130.56,1
13,86.69,1
12,102.81,1
9,161.94,1
3,156.1,1
6,158.03,1
9,131.11,1
14,111.98,1
1,135.29,1
10,176.09,1
10,43.91,1
2,33.41,1
10,88.54,1
11,171.71,1
12,160.1,1
11,71.57,1
4,109.11,1
2,20.8,-1
8,165.88,1
5,51.23,1
12,77.64,1
11,152.28,1
19,142.0,1
17,162.41,1
10,69.83,1
1,141.99,1
2,191.87,-1
3,154.22,1
1,92.04,1
9,194.7,1
12,191.37,1
10,184.11,1
11,22.56,1
1,39.64,1
1,33.3,-1
15,20.63,-1
2,130.1,1
8,121.03,1
13,139.44,1
7,105.99,1
7,64.11,1
17,99.35,1
16,97.22,1
3,175.14,1
5,198.59,1
6,103.6,1
1,140.46,1
17,63.7,1
19,181.26,1
1,43.99,1
15,39.37,1
7,23.07,1
18,55.21,1
9,44.53,1
6,31.24,1
10,49.72,1
8,32.82,1
13,110.5,1
15,31.12,1
15,108.24,1
1,129.56,1
7,28.91,1
7,180.73,1
5,138.85,1
15,195.12,1
1,185.52,-1
3,68.59,1
13,130.18,1
17,113.95,1
5,34.32,1
4,33.82,1
2,77.35,1
7,193.21,1
13,93.94,1
16,60.84,1
17,70.78,1
15,28.72,1
4,28.35,1
6,190.07,1
14,180.53,1
11,161.53,1
10,155.27,1
16,184.4,1
1,75.19,1
6,155.97,1
10,36.88,1
13,133.11,1
1,103.94,1
1,134.25,1
18,166.27,1
18,145.01,1
12,173.24,1
13,44.46,1
16,102.06,1
8,61.15,1
11,33.25,1
13,40.24,1
19,155.6,1
6,56.95,1
12,76.01,1
12,121.92,1
4,55.57,1
10,131.4,1
2,164.8,1
4,151.97,1
3,131.61,1
5,128.65,1
17,161.45,1
10,153.3,1
14,91.37,1
12,161.37,1
18,157.81,1
16,137.98,1
12,89.46,1
15,70.45,1
17,118.97,1
7,137.71,1
13,32.18,1
5,115.42,1
12,53.65,1
1,34.89,-1
3,74.87,1
19,174.23,1
18,97.12,1
15,30.17,1
7,174.65,1
1,103.25,1
10,77.25,1
13,55.6,1
8,138.65,1
15,84.04,1
1,40.28,1
16,175.28,1
7,27.72,1
13,73.1,1
13,144.65,1
19,159.18,1
7,46.05,1
16,95.73,1
7,78.7,1
16,153.08,1
19,74.69,1
16,151.36,1
3,176.99,1
6,141.24,1
9,61.14,1
16,187.95,1
11,168.5,1
8,89.08,1
8,91.87,1
11,130.91,1
9,143.96,1
18,119.18,1
1,108.62,1
3,51.93,1
7,110.92,1
17,82.18,1
2,32.24,-1
9,99.8,1
3,102.81,1
18,98.86,1
17,60.3,1
1,135.72,1
18,82.84,1
12,25.05,1
9,159.98,1
8,175.24,1
14,151.37,1
3,87.84,1
15,100.51,1
7,164.9,1
5,39.97,1
13,152.03,1
12,180.23,1
11,31.73,1
17,179.12,1
4,59.23,1
15,145.48,1
17,55.36,1
2,132.64,1
11,54.74,1
13,35.85,1
9,147.09,1
13,49.72,1
10,95.87,1
2,85.53,1
1,91.76,1
9,186.61,1
4,135.93,1
15,184.36,1
3,31.33,1
9,44.19,1
13,58.46,1
6,197.74,1
19,41.58,1
4,193.05,1
6,141.78,1
8,124.47,1
9,49.21,1
10,20.56,-1
8,23.17,1
1,28.45,-1
16,21.16,1
12,50.53,1
3,151.26,1
12,63.62,1
12,143.84,1
12,195.61,1
5,42.09,1
11,176.79,1
19,193.71,-1
12,21.0,-1
17,76.71,1
10,171.43,1
6,147.98,1
6,171.08,1
2,127.7,1
17,54.48,1
9,178.61,1
12,101.24,1
2,143.9,1
5,179.69,1
13,121.53,1
1,92.4,1
5,103.15,1
14,180.72,1
1,43.3,1
11,138.25,1
3,166.04,1
13,168.56,1
14,155.57,1
9,120.97,1
5,45.19,1
15,134.48,1
1,132.93,1
15,171.85,1
19,61.44,1
13,108.95,1
19,133.16,1
19,21.45,-1
11,71.9,1
10,52.68,1
16,129.84,1
18,197.47,-1
7,164.72,1
12,146.13,1
3,67.99,1
17,179.88,1
7,80.47,1
5,78.56,1
6,52.86,1
8,29.34,1
16,181.39,1
13,116.96,1
16,71.43,1
1,179.48,-1
2,39.68,1
6,102.45,1
16,134.8,1
8,137.58,1
15,38.47,1
9,196.63,1
4,83.69,1
9,63.18,1
7,127.5,1
17,106.8,1
10,86.35,1
18,26.0,1
17,163.46,1
16,70.01,1
12,122.86,1
8,34.23,1
6,182.95,1
14,140.29,1
1,158.78,1
11,161.1,1
9,86.11,1
16,120.19,1
11,83.57,1
17,65.62,1
3,101.17,1
5,168.33,1
19,161.11,1
1,119.79,1
5,43.42,1
15,111.03,1
10,50.26,1
2,132.99,1
17,23.8,1
7,139.14,1
7,148.62,1
9,51.02,1
12,96.58,1
3,116.41,1
9,161.73,1
18,100.83,1
8,20.29,-1
10,44.12,1
19,98.23,1
6,81.74,1
4,63.67,1
2,151.72,1
14,106.65,1
4,99.9,1
7,180.68,1
14,170.19,1
18,185.02,1
12,197.73,1
12,199.82,1
12,46.14,1
1,170.16,1
16,92.24,1
15,136.95,1
4,60.31,1
14,119.99,1
18,23.94,-1
9,65.96,1
9,151.57,1
2,120.81,1
7,149.26,1
12,137.36,1
4,160.03,1
16,60.95,1
17,139.43,1
13,191.14,1
19,33.58,-1
16,60.0,1
15,30.78,1
14,76.23,1
10,95.5,1
10,199.77,1
4,103.59,1
8,147.88,1
13,196.35,1
15,180.3,1
13,185.36,1
17,111.41,1
1,90.53,1
19,41.43,1
7,70.52,1
17,68.5,1
15,60.06,1
18,153.36,1
12,177.15,1
9,75.7,1
14,96.13,1
4,62.62,1
3,116.21,1
8,195.38,1
11,106.58,1
6,39.06,1
1,75.62,1
2,39.01,1
16,50.08,1
18,197.96,-1
13,30.47,1
9,70.55,1
12,85.73,1
11,108.76,1
15,108.45,1
16,123.43,1
10,188.25,1
14,176.65,1
6,60.17,1
17,91.82,1
7,52.93,1
1,101.24,1
19,117.15,1
8,92.95,1
16,31.04,1
14,165.65,1
16,27.18,1
14,97.0,1
13,135.68,1
19,97.68,1
13,162.8,1
3,62.22,1
18,122.21,1
14,163.5,1
9,156.3,1
10,198.24,1
18,128.47,1
12,36.93,1
4,89.35,1
14,69.99,1
19,33.54,-1
5,190.1,1
2,37.99,1
8,141.91,1
8,153.15,1
3,85.22,1
17,124.11,1
18,144.74,1
18,72.13,1
2,24.82,-1
3,144.07,1
13,132.05,1
16,28.43,1
11,24.05,1
15,93.42,1
19,113.5,1
6,146.4,1
18,127.55,1
2,170.97,1
14,49.72,1
16,142.43,1
9,66.12,1
18,186.53,1
3,27.76,1
4,185.75,1
10,142.99,1
9,35.37,1
1,68.35,1
9,134.81,1
14,20.75,1
3,72.78,1
18,191.52,1
1,91.93,1
15,163.51,1
3,28.03,1
19,177.84,1
1,20.51,-1
9,135.47,1
6,109.78,1
16,154.53,1
15,178.93,1
10,133.18,1
2,195.62,-1
8,174.82,1
11,28.6,1
9,140.04,1
13,195.49,1
6,45.38,1
7,195.45,1
14,107.99,1
10,63.16,1
12,170.31,1
18,190.97,1
2,106.57,1
13,82.56,1
12,64.22,1
15,32.21,1
7,169.14,1
18,142.77,1
7,165.32,1
8,123.18,1
14,28.85,1
9,88.12,1
11,189.29,1
18,102.22,1
4,86.54,1
14,185.28,1
7,138.71,1
2,109.23,1
3,176.5,1
2,188.51,1
16,183.41,1
16,29.54,1
5,120.56,1
1,149.62,1
14,79.8,1
7,46.56,1
8,69.59,1
8,89.58,1
1,190.58,-1
14,45.11,1
16,148.87,1
6,136.97,1
6,49.16,1
2,122.49,1
9,178.53,1
10,77.77,1
9,150.94,1
14,113.77,1
6,87.77,1
16,95.82,1
19,36.56,-1
7,82.43,1
12,53.7,1
11,59.6,1
17,66.39,1
7,129.18,1
6,54.44,1
7,165.97,1
16,125.08,1
16,118.12,1
4,124.4,1
9,27.26,1
5,58.13,1
8,25.2,1
1,134.0,1
17,102.65,1
4,125.38,1
4,67.11,1
14,183.47,1
15,140.32,1
16,100.9,1
17,176.89,1
16,136.71,1
12,20.01,-1
13,158.57,1
16,194.14,1
9,158.96,1
17,101.81,1
14,134.43,1
3,112.08,1
13,29.95,1
10,190.7,1
5,60.58,1
5,82.29,1
16,180.05,1
9,25.77,1
4,39.33,1
2,62.23,1
18,52.64,1
18,65.46,1
1,87.38,1
6,173.73,1
8,106.06,1
14,106.65,1
18,140.31,1
13,51.84,1
11,68.81,1
19,109.86,1
11,76.0,1
7,67.23,1
4,109.43,1
10,88.35,1
16,198.11,-1
19,110.38,1
4,181.8,1
3,48.36,1
6,119.83,1
1,167.77,1
6,197.06,1
1,50.85,1
14,199.1,1
9,72.94,1
5,188.54,1
2,76.76,1
3,140.65,1
15,74.85,1
3,125.05,1
17,89.01,1
1,183.85,-1
5,90.75,1
14,185.2,1
11,122.84,1
14,138.45,1
15,147.54,1
1,106.53,1
14,124.22,1
5,160.35,1
16,109.27,1
15,26.83,1
1,185.67,-1
19,117.98,1
5,53.49,1
13,145.28,1
2,26.74,-1
14,182.07,1
4,43.03,1
17,103.71,1
8,37.99,1
18,115.34,1
3,47.6,1
16,95.67,1
16,85.95,1
1,39.93,1
6,51.63,1
11,149.52,1
11,98.59,1
15,63.73,1
5,85.35,1
15,197.72,1
8,146.36,1
2,182.21,1
6,118.44,1
3,33.42,1
5,32.86,1
6,61.07,1
11,184.51,1
17,182.71,1
5,124.63,1
6,22.63,1
6,89.97,1
11,23.14,1
14,102.05,1
15,67.18,1
1,184.79,-1
16,195.45,1
16,39.83,1
3,135.97,1
13,67.96,1
13,149.52,1
14,54.93,1
19,87.69,1
2,176.23,1
17,60.27,1
2,62.56,1
10,120.07,1
17,22.07,1
8,96.2,1
12,21.35,1
6,177.14,1
19,105.14,1
12,159.88,1
14,81.95,1
17,186.31,1
1,146.5,1
10,164.72,1
15,72.73,1
19,32.98,-1
13,115.98,1
11,101.55,1
1,65.85,1
6,143.67,1
19,78.44,1
16,176.91,1
3,185.86,1
9,188.79,1
6,77.01,1
4,101.76,1
15,35.83,1
3,196.22,-1
12,108.27,1
12,32.2,1
1,65.77,1
1,125.57,1
7,135.96,1
3,49.01,1
8,174.83,1
16,64.45,1
14,31.51,1
12,102.02,1
15,59.03,1
11,84.05,1
11,44.14,1
7,21.75,1
2,97.89,1
17,162.45,1
12,44.15,1
1,59.95,1
7,146.9,1
11,147.87,1
3,173.93,1
7,38.41,1
3,35.03,1
1,62.17,1
4,198.5,-1
8,57.75,1
10,158.75,1
14,81.57,1
4,85.73,1
10,65.21,1
9,26.89,1
3,179.98,1
11,41.85,1
17,52.33,1
18,123.07,1
6,177.24,1
2,74.9,1
15,92.37,1
15,167.29,1
10,98.8,1
13,66.02,1
16,133.48,1
16,30.0,1
7,116.41,1
9,124.44,1
12,198.44,1
8,175.63,1
10,137.62,1
6,192.54,1
15,84.65,1
10,54.54,1
5,41.94,1
19,130.76,1
3,30.21,1
17,48.91,1
6,136.69,1
7,22.32,1
8,150.15,1
12,123.87,1
19,28.83,-1
4,145.99,1
10,20.35,-1
10,35.02,1
18,131.14,1
13,75.54,1
3,182.06,1
3,81.25,1
8,189.69,1
8,23.64,1
3,110.52,1
4,117.32,1
4,65.16,1
6,124.36,1
11,146.13,1
10,86.59,1
10,53.91,1
9,166.42,1
15,188.44,1
11,135.68,1
6,95.78,1
6,147.99,1
8,82.75,1
1,80.45,1
1,138.6,1
12,102.62,1
6,62.93,1
4,79.62,1
6,100.84,1
10,185.41,1
17,158.9,1
14,122.4,1
8,121.59,1
19,128.39,1
11,45.43,1
5,99.16,1
16,76.9,1
8,115.42,1
4,70.2,1
3,72.04,1
6,106.56,1
12,93.33,1
1,57.21,1
3,38.89,1
3,175.2,1
2,110.3,1
15,72.59,1
7,168.13,1
2,126.03,1
19,166.33,1
7,47.9,1
10,146.45,1
1,148.92,1
8,196.15,1
13,198.3,1
14,147.34,1
3,171.74,1
15,79.73,1
14,124.83,1
1,160.04,1
11,127.6,1
7,157.81,1
8,118.66,1
5,135.06,1
14,32.29,1
18,37.17,1
7,59.58,1
1,163.85,1
15,42.55,1
18,63.71,1
5,98.53,1
17,24.61,1
12,94.59,1
16,163.73,1
12,95.45,1
18,25.94,1
2,86.45,1
17,144.55,1
12,186.5,1
10,116.8,1
4,86.74,1
11,172.84,1
16,88.29,1
11,32.39,1
19,137.38,1
6,99.35,1
2,196.36,-1
2,58.45,1
16,158.91,1
14,104.97,1
4,193.82,1
8,67.49,1
18,195.56,-1
10,76.38,1
8,174.08,1
17,174.44,1
2,168.4,1
18,40.23,1
9,115.14,1
19,122.98,1
9,190.39,1
16,95.0,1
16,92.0,1
10,75.39,1
19,157.19,1
19,183.71,1
3,55.83,1
7,66.01,1
13,43.55,1
18,51.11,1
4,121.91,1
17,189.69,1
5,37.16,1
6,114.77,1
8,148.33,1
2,45.28,1
9,107.57,1
1,126.0,1
5,194.3,1
16,77.42,1
3,106.02,1
9,185.32,1
8,45.64,1
7,76.37,1
6,103.0,1
5,73.18,1
14,72.56,1
4,127.54,1
18,67.16,1
1,89.66,1
3,50.9,1
16,126.72,1
8,35.35,1
19,124.47,1
18,83.75,1
12,55.93,1
3,117.76,1
17,103.93,1
4,162.34,1
2,107.42,1
13,135.79,1
14,185.63,1
19,178.65,1
17,194.85,1
1,80.58,1
1,184.37,-1
3,67.7,1
12,78.2,1
6,45.78,1
7,143.48,1
14,45.97,1
15,98.52,1
16,43.48,1
16,93.51,1
16,28.95,1
14,100.59,1
7,125.91,1
9,174.49,1
19,141.44,1
17,60.68,1
16,131.77,1
3,168.08,1
19,85.53,1
9,30.22,1
5,158.09,1
17,33.89,1
15,80.46,1
12,98.21,1
4,95.17,1
16,78.35,1
14,153.17,1
10,87.19,1
1,155.69,1
18,137.19,1
4,108.41,1
7,38.2,1
4,111.84,1
12,83.99,1
10,89.09,1
1,85.1,1
19,34.25,-1
15,116.53,1
6,106.45,1
8,112.29,1
13,35.32,1
10,102.72,1
11,63.83,1
4,118.65,1
12,96.94,1
18,28.87,1
8,82.84,1
17,140.62,1
19,59.52,1
6,106.24,1
16,164.83,1
17,184.99,1
13,148.39,1
15,46.07,1
12,127.89,1
3,172.82,1
17,65.97,1
6,27.61,1
13,30.37,1
3,37.95,1
7,39.16,1
8,190.26,1
6,145.32,1
9,169.39,1
19,156.55,1
1,130.82,1
14,184.27,1
12,176.54,1
12,199.5,1
10,107.67,1
8,126.95,1
19,130.89,1
13,193.59,1
12,21.71,1
2,22.08,-1
9,104.91,1
6,123.68,1
5,148.04,1
2,183.21,1
11,143.27,1
18,41.25,1
5,93.23,1
3,78.31,1
19,148.92,1
11,62.12,1
14,169.42,1
8,130.19,1
11,47.25,1
19,136.92,1
17,97.82,1
4,86.0,1
17,137.57,1
12,108.88,1
14,86.6,1
13,110.49,1
8,135.62,1
7,170.45,1
18,172.76,1
3,175.31,1
1,43.12,1
15,77.47,1
17,71.56,1
9,166.08,1
19,174.91,1
12,54.18,1
6,87.68,1
12,52.85,1
11,29.47,1
15,28.44,1
19,116.33,1
4,166.96,1
11,142.45,1
6,24.54,1
8,75.16,1
14,21.4,1
11,125.23,1
9,154.68,1
6,53.68,1
16,115.31,1
1,59.75,1
14,178.16,1
14,186.74,1
14,192.6,1
12,27.63,1
8,177.77,1
14,177.99,1
8,180.75,1
3,162.49,1
10,117.14,1
17,107.44,1
17,130.48,1
16,179.38,1
9,37.72,1
4,170.05,1
10,125.45,1
7,61.14,1
3,171.09,1
1,55.68,1
18,162.32,1
2,75.83,1
11,172.02,1
13,187.75,1
16,132.69,1
5,22.39,1
15,80.42,1
13,184.8,1
16,61.92,1
17,198.0,-1
5,118.13,1
1,171.57,1
5,80.58,1
18,65.17,1
7,59.1,1
3,160.12,1
16,24.79,1
4,86.5,1
5,190.01,1
8,86.84,1
19,159.99,1
12,29.37,1
9,171.23,1
8,186.27,1
19,128.74,1
1,61.89,1
5,106.22,1
11,71.43,1
1,176.1,-1
12,188.59,1
3,154.34,1
15,185.8,1
1,83.85,1
7,164.96,1
18,137.51,1
9,119.7,1
1,20.19,-1
19,108.06,1
17,179.53,1
14,182.12,1
9,64.9,1
13,188.37,1
10,147.97,1
11,177.61,1
6,178.18,1
6,20.21,-1
4,133.76,1
6,130.37,1
5,158.74,1
16,41.7,1
3,67.84,1
19,190.68,-1
5,34.64,1
15,104.34,1
9,74.39,1
9,195.46,1
5,165.33,1
1,156.12,1
4,23.66,1
17,149.63,1
2,89.41,1
4,24.15,1
5,47.65,1
6,95.55,1
14,146.17,1
14,106.91,1
4,189.94,1
7,193.41,1
14,197.78,1
15,92.69,1
10,27.0,1
11,56.65,1
16,63.65,1
12,149.61,1
16,130.88,1
16,198.48,-1
8,175.36,1
8,163.79,1
18,70.52,1
2,117.8,1
8,106.62,1
12,48.78,1
12,170.4,1
8,148.72,1
16,84.64,1
4,182.82,1
7,39.52,1
2,54.45,1
12,66.94,1
5,154.07,1
8,132.04,1
7,106.65,1
13,96.48,1
18,36.0,1
5,58.64,1
7,127.07,1
15,54.01,1
9,191.37,1
9,177.36,1
10,25.39,1
15,47.51,1
5,124.45,1
5,164.65,1
2,63.77,1
7,196.61,1
16,123.76,1
16,101.13,1
5,50.64,1
3,52.32,1
14,129.36,1
8,71.48,1
11,41.46,1
5,71.61,1
12,157.5,1
8,111.39,1
17,80.7,1
16,118.42,1
19,89.04,1
8,113.75,1
10,158.64,1
12,77.94,1
2,141.46,1
1,85.09,1
12,184.11,1
14,192.94,1
14,137.21,1
4,33.27,1
5,23.3,1
13,94.32,1
6,56.35,1
7,166.62,1
5,125.96,1
7,85.8,1
2,194.66,-1
18,89.98,1
2,150.16,1
5,111.69,1
9,119.91,1
8,187.63,1
1,128.38,1
12,129.19,1
5,159.66,1
19,179.04,1
10,26.14,1
12,98.86,1
10,83.06,1
4,62.53,1
10,172.95,1
6,187.24,1
1,59.38,1
18,92.54,1
9,42.62,1
17,108.82,1
11,156.96,1
19,111.06,1
12,23.14,1
6,59.47,1
8,193.12,1
5,64.11,1
19,63.06,1
4,90.38,1
10,32.38,1
13,172.98,1
19,178.29,1
14,94.49,1
3,52.57,1
10,146.37,1
7,194.0,1
12,111.61,1
7,58.6,1
13,85.9,1
9,72.4,1
9,43.98,1
7,97.62,1
3,126.53,1
10,125.55,1
3,21.49,-1
3,36.5,1
15,184.09,1
3,194.86,1
17,161.22,1
7,119.87,1
3,185.75,1
10,63.47,1
17,28.47,1
2,195.91,-1
15,174.44,1
4,45.26,1
18,72.15,1
17,170.09,1
8,114.24,1
1,65.81,1
8,41.55,1
10,154.61,1
11,84.67,1
16,130.78,1
19,124.07,1
4,101.85,1
2,56.1,1
13,188.02,1
11,70.76,1
1,162.98,1
13,151.95,1
18,120.89,1
8,124.89,1
11,151.27,1
16,181.49,1
9,78.07,1
12,144.53,1
14,95.18,1
17,131.53,1
18,21.14,-1
17,79.84,1
1,162.69,1
4,138.38,1
12,79.27,1
9,96.66,1
10,136.91,1
3,149.28,1
10,107.68,1
11,153.3,1
16,186.62,1
18,159.57,1
13,93.65,1
1,87.75,1
17,106.46,1
13,196.02,1
19,141.89,1
13,61.99,1
6,29.5,1
6,38.89,1
12,27.15,1
16,191.02,1
11,198.87,1
17,145.21,1
1,49.53,1
5,139.2,1
1,191.83,-1
19,54.32,1
5,92.5,1
10,36.69,1
18,155.51,1
5,92.95,1
12,61.17,1
5,51.03,1
7,46.81,1
10,187.59,1
16,123.98,1
14,199.34,1
11,115.29,1
2,42.6,1
11,80.04,1
4,72.15,1
16,58.44,1
16,136.06,1
16,156.61,1
14,118.69,1
17,153.74,1
17,139.03,1
14,196.95,1
3,73.13,1
12,72.96,1
10,94.97,1
14,64.71,1
19,172.75,1
1,29.88,-1
16,141.43,1
5,105.83,1
11,65.03,1
16,135.57,1
17,108.83,1
19,135.42,1
10,69.24,1
8,160.84,1
19,39.21,-1
8,112.8,1
2,183.51,1
1,33.59,-1
15,153.27,1
3,93.82,1
11,169.75,1
1,139.82,1
6,88.99,1
18,180.85,1
17,99.69,1
18,115.41,1
11,36.67,1
14,197.61,1
8,87.41,1
3,131.52,1
9,44.44,1
2,163.25,1
12,28.21,1
10,88.07,1
17,143.34,1
17,161.85,1
5,109.95,1
8,139.78,1
1,196.03,-1
2,162.86,1
17,187.88,1
18,159.91,1
1,79.33,1
2,31.56,-1
7,161.83,1
7,56.93,1
9,172.41,1
9,199.22,1
3,161.59,1
3,160.03,1
8,116.37,1
6,131.72,1
17,41.78,1
14,169.43,1
15,162.51,1
18,63.02,1
15,116.8,1
12,144.21,1
3,91.32,1
